"Reference","Latitude","Longitude"
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.91813332701674,113.104507063018
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.93596170931141,113.095143250098
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90390381843377,113.175247215672
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.90843839280649,113.177198121562
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.86846824799744,113.197010896867
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87205493042075,113.207564564535
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.87465869691348,113.212137144865
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.88100202100443,113.218290444443
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.8862232981027,113.224936151656
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89969723461019,113.236624225534
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.89602336443869,113.206316028826
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8914260775326,113.208761798091
"McShea et al. 2009",2.8946254294329,113.213848156118
"McShea et al. 2009",2.8946254294329,113.213848156118
"McShea et al. 2009",2.8946254294329,113.213848156118
"McShea et al. 2009",2.8946254294329,113.213848156118
"McShea et al. 2009",2.8946254294329,113.213848156118
"McShea et al. 2009",2.8946254294329,113.213848156118
