"Reference","Latitude","Longitude"
"McShea et al. 2009",2.93127349757297,113.145248456644
"McShea et al. 2009",2.93127349757297,113.145248456644
"McShea et al. 2009",2.93127349757297,113.145248456644
"McShea et al. 2009",2.93127349757297,113.145248456644
"McShea et al. 2009",2.93127349757297,113.145248456644
"McShea et al. 2009",2.93127349757297,113.145248456644
"McShea et al. 2009",2.93127349757297,113.145248456644
"McShea et al. 2009",2.93127349757297,113.145248456644
"McShea et al. 2009",2.93127349757297,113.145248456644
"McShea et al. 2009",2.93127349757297,113.145248456644
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93130944269979,113.140662533548
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.93049390077761,113.136929237527
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.92346168179469,113.117151119042
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.9225758622061,113.112275666432
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.91793236534305,113.115189454451
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92020021575208,113.082227892198
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92672052025561,113.110206205499
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92385337360511,113.106037415539
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92609206196711,113.10308311981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92693241182228,113.103327479981
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92745118093963,113.087061219206
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92282697271443,113.084480838178
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.92112844562731,113.083839243301
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.93155074435779,113.084946589922
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.9361875700897,113.085611637106
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.93469578127773,113.085617862441
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.92974031010151,113.100572063434
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90778164174526,113.070344167522
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.90976781781317,113.076795320786
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91413840453211,113.079662905209
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91530596818675,113.088702364799
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91544347356201,113.092533345857
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
"McShea et al. 2009",2.91571746464604,113.100716832054
